ID,NAME,REGION,CITY,m_name
32257,1st Stage Indira Nagar,east,Bangalore,
404,Pai Layout,east,Bangalore,
11050,Rustam Bagh Layout,east,Bangalore,Rustam-Bagh-Layout
11066,Gunjur,east,Bangalore,Gunjur
11378,Doopanahalli,east,Bangalore,Doopanahalli
21767,Balagere,east,Bangalore,Balagere
22409,Prithvi Layout,east,Bangalore,Prithvi-Layout
24427,Margondanahalli,east,Bangalore,Margondanahalli
43499,Doddabanahalli,east,Bangalore,Doddabanahalli
395,HRBR Layout,east,Bangalore,HRBR-Layout
5262,Kalyan nagar,east,Bangalore,Kalyan-nagar
7962,Varthur Road,east,Bangalore,
8321,Kalkere,east,Bangalore,Kalkere
8324,Thubarahalli,east,Bangalore,Thubarahalli
29153,5th Block Hbr Layout,east,Bangalore,HBR-Layout-Block-5
39656,Nagondanahalli,east,Bangalore,Nagondanahalli
8319,Geddalahalli,east,Bangalore,Geddalahalli
11372,Bharathi Nagar,east,Bangalore,Bharathi-Nagar
11374,A Narayanapura,east,Bangalore,A-Narayanapura
11828,Anandapura,east,Bangalore,Anandapura
17862,Sri Nivas Reddy Layout,east,Bangalore,
23071,B Channasandra,east,Bangalore,B-Channasandra
34251,Basavanna Nagar,east,Bangalore,Basavanna-Nagar
399,Nagavarapalya,east,Bangalore,Nagavarapalya
11402,Manjunatha Layout,east,Bangalore,
11406,Udaya Nagar,east,Bangalore,Udaya-Nagar
17202, Devarabeesana Halli,east,Bangalore,
22733,Hallehalli,east,Bangalore,
28203,Indira Nagar 3rd Stage,east,Bangalore,
34139,Akshya Nagar,east,Bangalore,Akshya-Nagar
44713,Raghavendra Nagar,east,Bangalore,Raghavendra-Nagar
44910,N R Layout,east,Bangalore,
46130,Kundalahalli Colony,east,Bangalore,Kundalahalli-Colony
46175,Sri Sai Layout,east,Bangalore,
5354,Jagadish Nagar,east,Bangalore,Jagadish-Nagar
6797,Channasandra,east,Bangalore,Channasandra
12322,Basavanapura,east,Bangalore,Basavanapura
12336,Sompura,east,Bangalore,
17316,Narayanappa Garden,east,Bangalore,Narayanappa-Garden
11248,Dommasandra,east,Bangalore,Dommasandra
11832,Dodsworth Layout,east,Bangalore,Dodsworth-Layout
29923,Subbannaiah Palya,east,Bangalore,
34083,Kothnur Narayanapura,east,Bangalore,
36819,3rd Block Hrbr Layout,east,Bangalore,HRBR-layout-Block-3
37039,4th Block HBR Layout,east,Bangalore,HBR-Layout-Block-4
41053,3rd Block HBR Layout,east,Bangalore,HBR-Layout-Block-3
43271,Akshaya Nagar,east,Bangalore,
4798,Basava Nagar,east,Bangalore,Basava-Nagar
11532,Chikka Banaswadi,east,Bangalore,Chikka-Banaswadi
11684,Sadanand Nagar,east,Bangalore,
15756,Doddagubbi,east,Bangalore,Doddagubbi
15758,Laxminarayana Layout,east,Bangalore,Laxminarayana-Layout
18840,Sadaramangala,east,Bangalore,
25339,Devasandra Extension,east,Bangalore,
25553,Vaikuntam Layout,east,Bangalore,
11250,LB Shastri Nagar,east,Bangalore,
12338,Kada Agrahara,east,Bangalore,Kada-Agrahara
16138,Venkateshappa Layout,east,Bangalore,
19243,Dodda Nekkundi Extension,east,Bangalore,Dodda-Nekkundi-Extension
19469,Green Garden Layout,east,Bangalore,
22913,Samethanahalli,east,Bangalore,Samethanahalli
27471,K Channasandra,east,Bangalore,K-Channasandra
30581,Kodbisanhalli,east,Bangalore,Kodbisanhalli
33775,Ashwath Nagar,east,Bangalore,
33779,Bommenahalli,east,Bangalore,
46321,Brooke Bond First Cross,east,Bangalore,
46954,Michael Palaya,east,Bangalore,
11410,Upkar Layout,east,Bangalore,Upkar-Layout
11416,Vijinapura,east,Bangalore,Vijinapura
11418,Vinayaka Layout,east,Bangalore,
11834,D Costa Layout,east,Bangalore,D-Costa-Layout
17278,Volagerekallahalli,east,Bangalore,
17556,Ferns City,east,Bangalore,Ferns-City
17858,Silver Springs Layout,east,Bangalore,
21765,Devasthanagalu,east,Bangalore,Devasthanagalu
29289,Esther Enclave Layout,east,Bangalore,Esther-Enclave-Layout
30319,Green Woods Layout,east,Bangalore,Green-Woods-Layout
31659,Hennur Bande,east,Bangalore,Hennur-Bande
44280,A K Gopalan Colony,east,Bangalore,A-K-Gopalan-Colony
44981,Sai Gardens,east,Bangalore,Sai-Gardens
46072,Kaveri Nagar,east,Bangalore,Kaveri-Nagar
408,Ayappa Nagar,east,Bangalore,
5407,Jai Bharat Nagar,east,Bangalore,
5460,Rajiv Nagar,east,Bangalore,
5462,Vittal Nagar,east,Bangalore,Vittal-Nagar
7847,Chikka Tirupathi,east,Bangalore,Chikka-Tirupathi
8317,Byrathi Village,east,Bangalore,
8323,Nagappa Reddy Layout,east,Bangalore,
11414,Dooravani Nagar,east,Bangalore,Dooravani-Nagar
12324,Chambenahalli,east,Bangalore,
18810,Pattandur Agrahara,east,Bangalore,Pattandur-Agrahara
21567,H Colony,east,Bangalore,H-Colony
21643,Annaiah Reddy Layout,east,Bangalore,Annaiah-Reddy-Layout
22539,HAL 1st Stage,east,Bangalore,HAL Stage 1
25329,Eshwara Layout,east,Bangalore,
25335,2nd Block Hbr Layout,east,Bangalore,HBR-Layout-Block-2
26359,Maithri Layout,east,Bangalore,Maithri-Layout
30675,Ramaiah Reddy Colony,east,Bangalore,Ramaiah-Reddy-Colony
30827,Kamdhenu Nagar,east,Bangalore,Kamdhenu-Nagar
34141,Shanthi Layout,east,Bangalore,
34349,Belatur,east,Bangalore,Belatur
43631,Jinkethimmanahalli,east,Bangalore,
43689,Byrasandra Extension,east,Bangalore,
44380,Bendiganahalli,east,Bangalore,
44652,Ashraya Layout,east,Bangalore,
45706,Chaitanya Ananya,east,Bangalore,
46182,Ramamurthy Nagar Extension,east,Bangalore,
47198,Pragathi Layout,east,Bangalore,Pragathi-Layout
7951,Domlur Layout,east,Bangalore,
8314,100 Feet Road,east,Bangalore,
11326,Harohalli,east,Bangalore,Harohalli
11806,Abbaiah Reddy Layout ,east,Bangalore,
11996,Chinnapanahalli,east,Bangalore,
15710,Varanasi,east,Bangalore,Varanasi
17866,Lakshmi Layout,east,Bangalore,Lakshmi-Layout
21793,Anand Nagar,east,Bangalore,Anand-Nagar
2367,Rajaji Nagar,west,Bangalore,
2378,Raja Rajeshwari Nagar,west,Bangalore,
15604,Kengeri Satellite Town,west,Bangalore,
4799,Basaveshwara Nagar,west,Bangalore,
8212,Mahalakshmi Layout,west,Bangalore,
6770,Kengeri,west,Bangalore,
4801,Nagarbhavi,west,Bangalore,
43503,2nd Stage Nagarbhavi,west,Bangalore,
5269,Mathikere,west,Bangalore,
2370,Tumkur Road,west,Bangalore,
2374,Vijayanagar,west,Bangalore,
2376,BEML Layout,west,Bangalore,
2377,Mysore Road,west,Bangalore,
5406,Chandra Layout,west,Bangalore,
8220,Jalahalli West,west,Bangalore,
22417,Gokula Extension,west,Bangalore,
5413,Mahalakshmi Puram,west,Bangalore,
15318,Moodalapalya,west,Bangalore,
18872,Dasanapura,west,Bangalore,
5415,Nandini Layout,west,Bangalore,
22333,VHBCS Layout,west,Bangalore,
33919,Duvasapalya,west,Bangalore,
11362,Mallathahalli,west,Bangalore,
11412,BHEL Layout,west,Bangalore,
23075,Harsha Layout,west,Bangalore,
23723,Sunkalpalya,west,Bangalore,
25331,Mathikere Extension,west,Bangalore,
35741,Milk Colony,west,Bangalore,
5416,RPC layout,west,Bangalore,
11492,M C Layout,west,Bangalore,
11632,Mallasandra,west,Bangalore,
43526,Mailasandra,west,Bangalore,
2369,Peenya,west,Bangalore,
8218,Gayathri Nagar,west,Bangalore,
11238,Annapurneshwari Nagar ,west,Bangalore,
11364,Annasandrapalya,west,Bangalore,
15414,Pattegarhpalya,west,Bangalore,
26353,Shetty Halli,west,Bangalore,
26593,Remco Bhel Layout,west,Bangalore,
40827,Gattigere,west,Bangalore,
2373,Nelamangala,west,Bangalore,
5409,Ullal Road,west,Bangalore,
5447,Mudalpalaya,west,Bangalore,
7982,Magadi Road,west,Bangalore,
23838,Raja Rajeshwari Nagar 5th Stage,west,Bangalore,
34057,BSM Extension,west,Bangalore,
34177,Asthagrama Layout,west,Bangalore,
35343,Srigandada Kaval,west,Bangalore,
43502,Kodipalya,west,Bangalore,
44950,Bandappa Garden,west,Bangalore,
47760,Channasandra,west,Bangalore,
5270,Vishveshwarya Layout,west,Bangalore,
5404,Bangalore Mysore Highway,west,Bangalore,
5411,Bidadi,west,Bangalore,
5485,Prashanth Nagar,west,Bangalore,
8865,West of Chord Road,west,Bangalore,
11242,Bapuji Nagar,west,Bangalore,
11488,Kamala Nagar,west,Bangalore,
11510,Sunkadakatte,west,Bangalore,
12024,Herohalli,west,Bangalore,
12126,Ullalu,west,Bangalore,
17188,Ramanjaneyanagar,west,Bangalore,
17244,Jnanabharathi Layout,west,Bangalore,
18876,Bhattarahalli,west,Bangalore,
22300,Subramanyanagar,west,Bangalore,
23952,Sampige Layout,west,Bangalore,
24016,Kengeri Satellite Town Stage 1,west,Bangalore,
25537,Hosahalli Extension,west,Bangalore,
42105,6th Block Rajaji Nagar,west,Bangalore,
44203,Saraswathi Nagar,west,Bangalore,
45795,D Group Employees Layout,west,Bangalore,
46915,Green View Layout,west,Bangalore,
5405,Bharat Nagar,west,Bangalore,
5480,Gnana Bharathi,west,Bangalore,
5486,Amarjyoti Nagar,west,Bangalore,
7983,Jaraganahalli,west,Bangalore,
8217,Deepanjali Nagar,west,Bangalore,
11240,Attiguppe,west,Bangalore,
11462,Andrahalli,west,Bangalore,
11478,GKW Layout,west,Bangalore,
11542,Prakash Nagar,west,Bangalore,
11588,Ganesha Block,west,Bangalore,
15754,Bhuvaneshwari Nagar,west,Bangalore,
16668,Hampi Nagar,west,Bangalore,
17224,Anubhav Nagar,west,Bangalore,
23167,Subash Nagar,west,Bangalore,
24018,Kengeri Satellite Town Stage II,west,Bangalore,
24226,MRCR Layout,west,Bangalore,
25051,KHB Colony,west,Bangalore,
25327,Stage-1 Vijayanagar,west,Bangalore,
26405,Kenchenhalli,west,Bangalore,
29059,Jedara Halli,west,Bangalore,
30337,Chandra Layout Extension,west,Bangalore,
34737,Sreenivas Nagar,west,Bangalore,
39900,Arishinakunte,west,Bangalore,
41923,Kommaghatta,west,Bangalore,
43183,Shakthi Ganapathi Nagar,west,Bangalore,
44805,M S R Nagar,west,Bangalore,
45891,Lakshminarayanapuram,west,Bangalore,
46949,Gollarapalya Hosahalli,west,Bangalore,
5412,Canara Bank Colony,west,Bangalore,
5434,Manjunath Nagar,west,Bangalore,
6768,Govindraja Nagar ,west,Bangalore,
6769,Jana jyothi Nagar,west,Bangalore,
8223,Okalipuram,west,Bangalore,
10712,SMV Layout Block 1,west,Bangalore,
11320,Guddadahalli,west,Bangalore,
11436,Cottonpet,west,Bangalore,
11452,Kamakshipalya,west,Bangalore,
11466,Subhash Nagar,west,Bangalore,
11472,Agrahara Dasarahalli,west,Bangalore,
11484,Hegganahalli,west,Bangalore,
11490,Kottigepalya,west,Bangalore,
11494,Manganahalli,west,Bangalore,
11682,RR Layout,west,Bangalore,
12036,Shirke Layout,west,Bangalore,
15752,Shivananda Nagar,west,Bangalore,
16264,Jyothi Nagar,west,Bangalore,
17254,B Y Raveshwara Nagar,west,Bangalore,
20901,Bettahalli,west,Bangalore,
23998,Arasanakunte,west,Bangalore,
24108,Gidada Konnenahalli,west,Bangalore,
24725,Srinivaspura,west,Bangalore,
25267,Bovi Colony,west,Bangalore,
26483,Ullal Uppanagar,west,Bangalore,
28143,Jnana Ganga Nagar,west,Bangalore,
30545,3rd Stage Raja Rajeshwari Nagar,west,Bangalore,
30563,Sri Kanteshwara Nagar,west,Bangalore,
33145,Widia Layout,west,Bangalore,
34219,Pattanagere,west,Bangalore,
34367,Javarandoddi,west,Bangalore,
36335,Thavarekere,west,Bangalore,
36981,Kempegowda Layout,west,Bangalore,
40739,KHBS Layout,west,Bangalore,
42193,Upadhyaya Layout,west,Bangalore,
43459,MC Layout,west,Bangalore,
45828,Tunganagara,west,Bangalore,
46368,Gollarahatti,west,Bangalore,
46465,Kengunte,west,Bangalore,
46466,Ramamohanapuram,west,Bangalore,
46586,Grihalakshmi Layout,west,Bangalore,
5344,Thanisandra,north,Bangalore,
11260,Budigere,north,Bangalore,
257,Yelahanka,north,Bangalore,
5319,Hegde Nagar,north,Bangalore,
358,Malleshwaram,north,Bangalore,
313,R.T. Nagar,north,Bangalore,
7973,Yeshwanthpur,north,Bangalore,
26629,Bisuvanahalli,north,Bangalore,
248,Hennur Road,north,Bangalore,
41441,Hebbal Kempapura,north,Bangalore,
8334,Kothanur,north,Bangalore,
14720,Devanahalli,north,Bangalore,
6785,Jalahalli,north,Bangalore,
254,Sanjay nagar,north,Bangalore,
253,Hebbal,north,Bangalore,
7965,Vidyaranyapura,north,Bangalore,
23155,Horamavu Banaswadi,north,Bangalore,
11284,Yelahanka New Town,north,Bangalore,
11984,Nagavara,north,Bangalore,
12104,Rachenahalli,north,Bangalore,
255,Sahakara Nagar,north,Bangalore,
5348,Babusapalaya,north,Bangalore,
5324,Kanaka Nagar,north,Bangalore,
5340,Jakkur,north,Bangalore,
12392,Abshot Layout,north,Bangalore,
11330,Horamavu Agara,north,Bangalore,
15464,Hennur,north,Bangalore,
11328,Hormavu,north,Bangalore,
247,Dollars Colony,north,Bangalore,
11332,Banjara Layout,north,Bangalore,
5326,Kodigehaali,north,Bangalore,
5351,Hoysalanagar,north,Bangalore,
8224,RMV 2nd Stage,north,Bangalore,
261,Sultan Palaya,north,Bangalore,
12516,MS Pallya,north,Bangalore,
35383,Ambedkar Colony,north,Bangalore,
7966,Abbigere,north,Bangalore,
11550,Tindlu,north,Bangalore,
246,Sadashiva Nagar,north,Bangalore,
5258,Vasanth nagar,north,Bangalore,
8330,Kaval Byrasandra,north,Bangalore,
243,Amruthahalli,north,Bangalore,
275,Ganga Nagar,north,Bangalore,
11272,Maruthi Sevanagar,north,Bangalore,
11626,Medahalli,north,Bangalore,
18824,Jakkuru Layout,north,Bangalore,
5335,Nagawara Junction,north,Bangalore,
18866,Vaishnavi Layout,north,Bangalore,
5775,BEL Road,north,Bangalore,
11278,RMV Extension Stage 2,north,Bangalore,
25343,Ganga Nagar Extension,north,Bangalore,
8326,Amruthnagar,north,Bangalore,
16376,Manayata Tech Park,north,Bangalore,
5313,Dasarahalli,north,Bangalore,
5315,Doddaballapur,north,Bangalore,
17228,Sanjeevini Nagar,north,Bangalore,
19481,Chokkanahalli,north,Bangalore,
42351,Maruthi Nagar,north,Bangalore,
43636,Jakkur Plantation,north,Bangalore,
6780,Ashwathnagar ,north,Bangalore,
6829,Muthyala Nagar ,north,Bangalore,
11536,Judicial Layout,north,Bangalore,
11540,Nagasandra,north,Bangalore,
12048,Kogilu,north,Bangalore,
12056,Attur Layout,north,Bangalore,
23888,CQAL Layout,north,Bangalore,
29413,Manorayana Palya,north,Bangalore,
11396,Vishwanatha Nagenahalli,north,Bangalore,
352,Coffee Board Layout,north,Bangalore,
6819,Dr Shivarama Karantha Nagar ,north,Bangalore,
11530,Byatarayanapura,north,Bangalore,
12342,Mariyannapalya,north,Bangalore,
12394,Nehru Nagar,north,Bangalore,
18878,Singapura Village,north,Bangalore,
27501,Veerannapalya,north,Bangalore,
36687,Avalahalli,north,Bangalore,
39898,Nagashetty Halli,north,Bangalore,
46065,Chikkabettahalli,north,Bangalore,
46310,Ramakrishnappa Layout,north,Bangalore,
46348,Hennur Gardens,north,Bangalore,
5321,J C Nagar,north,Bangalore,
5332,MCECHS  layout,north,Bangalore,
5495,Bhoopsandra,north,Bangalore,
6786,Doddabommasandra ,north,Bangalore,
11276,Old Town,north,Bangalore,
11334,AMS Layout,north,Bangalore,
11464,Sabari Nagar,north,Bangalore,
11534,Cholanayakanahalli,north,Bangalore,
20085,Anantapura,north,Bangalore,
22839,Sri Balaji Krupa Layout,north,Bangalore,
24020,Jayamahal,north,Bangalore,
41075,Nandanam Colony,north,Bangalore,
44655,Meenakunte,north,Bangalore,
46152,Arkavathy Layout,north,Bangalore,
5310,Dinnur,north,Bangalore,
5426,Nandi Durga Road,north,Bangalore,
6793,Devanahalli Int. Airport,north,Bangalore,
10728,Bagalur,north,Bangalore,
11336,Anand Nagar,north,Bangalore,
11344,Bank Avenue,north,Bangalore,
11398,Vyalikaval,north,Bangalore,
11538,Kurubarahalli,north,Bangalore,
11616,Lottegolla Halli,north,Bangalore,
18844,NTI Layout,north,Bangalore,
22825,Kammagondahalli,north,Bangalore,
23715,RWF West Colony,north,Bangalore,
24006,Munireddy Layout,north,Bangalore,
28523,Badrappa Layout,north,Bangalore,
34685,Lakshmipura,north,Bangalore,
46347,Basaveshwara Nagar Yelahanka,north,Bangalore,
244,Devanahalli Road,north,Bangalore,
5318,HMT Layout,north,Bangalore,
5320,Hessarghatta,north,Bangalore,
5325,Kempapura,north,Bangalore,
7969,Virupakshapura,north,Bangalore,
11264,Jalahalli East,north,Bangalore,
11268,Kadugondanahalli,north,Bangalore,
11528,Bagalakunte,north,Bangalore,
11586,Dwarka Nagar,north,Bangalore,
12054,Chikkabidarakallu,north,Bangalore,
15334,Kereguddadahalli,north,Bangalore,
15600,Srirampuram,north,Bangalore,
23139,Srirampura,north,Bangalore,
25387,Coconut Grove Layout,north,Bangalore,
28521,Rajiv Gandhi Nagar,north,Bangalore,
34073,Vadarpalya,north,Bangalore,
36011,Shirdi Sai Nagar,north,Bangalore,
42143,Rajanna Layout,north,Bangalore,
44081,Allalasandra,north,Bangalore,
45822,T Dasarahalli,north,Bangalore,
45907,Yeshwanthpur Industrial Suburb,north,Bangalore,
276,Bellari Road,north,Bangalore,
5314,Devasandra,north,Bangalore,
5328,MLA Layout,north,Bangalore,
5341,Palace Guttanhalli,north,Bangalore,
5429,Tala Cauvery Layout,north,Bangalore,
6790,Ganganahalli,north,Bangalore,
6815,Chikkabanavar ,north,Bangalore,
7342,Kadabagere,north,Bangalore,
7957,RMV Extension,north,Bangalore,
7974,Rajankunte,north,Bangalore,
8329,Balaji Layout,north,Bangalore,
8337,Seshadripuram,north,Bangalore,
9202,Bagalur Main Road,north,Bangalore,
11270,Kattigenahalli,north,Bangalore,
11338,Nanjappa Layout,north,Bangalore,
11526,Chola Nagar,north,Bangalore,
11544,Kacharakanahalli,north,Bangalore,
16422,Billamaranahalli,north,Bangalore,
22307,Jayamahal Extension,north,Bangalore,
22435,Sonappa Layout,north,Bangalore,
22711,Kodandarampura,north,Bangalore,
23850,Gokul Extension,north,Bangalore,
25265,KEB Layout,north,Bangalore,
34125,Shettihalli,north,Bangalore,
34717,Guddadahalli,north,Bangalore,
39580,Ashirvad Colony,north,Bangalore,
40535,1st Block BEL Layout,north,Bangalore,
40843,Amco Colony,north,Bangalore,
43692,Amarjyothi Layout,north,Bangalore,
44592,Sri Venkateshpura Layout,north,Bangalore,
46356,Ferrar Nagar,north,Bangalore,
46611,Muniswamy Gowda Layout,north,Bangalore,
5345,Telecom Layout,north,Bangalore,
5427,Race Course Road,north,Bangalore,
5496,CBI Road,north,Bangalore,
6783,Bangalore-Hyderabad Road ,north,Bangalore,
8335,Pillanna Gardens,north,Bangalore,
11342,B K Nagar,north,Bangalore,
11486,Shingapura,north,Bangalore,
11514,Tata Nagar,north,Bangalore,
11546,Ramaiah Layout,north,Bangalore,
11560,Agrahara Layout,north,Bangalore,
11570,Naidu Layout,north,Bangalore,
11596,Guttahalli,north,Bangalore,
11602,K N Extension,north,Bangalore,
11604,Kaveri Nagar,north,Bangalore,
11620,Mallappa Layout,north,Bangalore,
12112,Tirumanahalli,north,Bangalore,
12320,Kithaganur,north,Bangalore,
15602,Ramchandrapuram,north,Bangalore,
16382,Bileshivale,north,Bangalore,
17176,Bhuvaneswari Nagar,north,Bangalore,
17852,Sadahalli,north,Bangalore,
18846,GD Layout,north,Bangalore,
22305,Adityanagar,north,Bangalore,
24028,Govindaraj Garden,north,Bangalore,
24941,Anchepalya,north,Bangalore,
25351,2nd Block Bel Layout,north,Bangalore,
25639,Guni Agrahara,north,Bangalore,
26339,Raj Mahal Vilas Extension,north,Bangalore,
26381,Sanjeevappa Layout,north,Bangalore,
26787,Nanjappa Garden,north,Bangalore,
30267,Udayagiri,north,Bangalore,
30625,P&T Layout,north,Bangalore,
31597,Chikkagubbi,north,Bangalore,
33161,Mohan Kumar Nagar,north,Bangalore,
33559,Kenchenahalli,north,Bangalore,
33847,Krishnamurti Nagar,north,Bangalore,
10870,7th Phase JP Nagar,south,Bangalore,
2259,Electronic City,south,Bangalore,
2265,Koramangala,south,Bangalore,
11646,BTM 2nd Stage,south,Bangalore,
2293,Jigani,south,Bangalore,
17258,Harlur,south,Bangalore,
